0,0.030193978253824243,0.8864235527502204,0.45257282589518916,0.3318320846780029,0.7917124089767459
1,0.7953019734204192,0.9741409564626675,0.7536612919838838,0.4538693094610784,0.5590950687056663
2,0.8947336296630656,0.984874941807421,0.3668700022412877,0.5789633247651191,0.3467811923628164
0,0.3757888880496666,0.9946513414453295,0.2684066488274058,0.25581539839631007,0.6732752674660045
1,0.9764225183258377,0.9843159965603746,0.6931222745763337,0.42826016771473774,0.5524412313071252
2,0.08415222639942159,0.6508243980201643,0.5822230753342402,0.6260794958172419,0.30741956011768684
0,0.9274876871988316,0.9900754532311442,0.48442820002674647,0.3894850387628043,0.6812611203343415
1,0.832312281915755,0.9751543254090412,0.5595928575409276,0.5304789221139874,0.5613543198507704
2,0.9759770363564932,0.9745717874736199,0.4608504511756019,0.6057141647887002,0.22145010999775674
0,0.3461238606464193,0.9790917745069775,0.23384350635016277,0.418842272399363,0.6078458872533465
